test_id,gene_id,gene,locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant
XLOC_015691,XLOC_015691,PANX2,chr22:50609159-50618724,NULL,KLF4,OK,1.94573,1.426,-0.448339,-1.02894,0.1362,0.248974,no
XLOC_023156,XLOC_023156,GDAP1,chr8:75262617-75279335,NULL,KLF4,OK,1.33248,0.963751,-0.467386,-1.04387,0.1362,0.248974,no
XLOC_002962,XLOC_002962,GATA3-AS1,chr10:8092412-8095447,NULL,KLF4,OK,2.73642,1.74923,-0.645564,-0.853261,0.1362,0.248974,no
XLOC_008432,XLOC_008432,ZNF213,chr16:3185056-3192805,NULL,KLF4,OK,4.42532,3.45884,-0.355496,-1.031,0.1364,0.249303,no
XLOC_002996,XLOC_002996,NSUN6,chr10:18834263-18940550,NULL,KLF4,OK,2.02672,1.45141,-0.481688,-1.05519,0.1365,0.249449,no
XLOC_012579,XLOC_012579,STRN4,chr19:47222767-47261832,NULL,KLF4,OK,68.4023,55.2446,-0.308213,-1.03766,0.13655,0.249503,no
XLOC_009053,XLOC_009053,NPIPB3,chr16:21413454-21436658,NULL,KLF4,OK,2.66638,2.02209,-0.39904,-1.05663,0.1366,0.249558,no
XLOC_009409,XLOC_009409,MIS12,chr17:5389693-5394130,NULL,KLF4,OK,8.2702,6.46508,-0.355255,-1.04372,0.13665,0.249612,no
XLOC_015347,XLOC_015347,CLDN14,chr21:37832919-37948867,NULL,KLF4,OK,0.962399,1.4764,0.617377,0.962141,0.1368,0.249849,no
XLOC_006832,XLOC_006832,FUT8,chr14:65877309-66210839,NULL,KLF4,OK,25.6975,31.7415,0.304745,1.03389,0.13695,0.250049,no
XLOC_003218,XLOC_003218,IDE,chr10:94211440-94333852,NULL,KLF4,OK,11.5593,14.1543,0.292188,1.02824,0.13695,0.250049,no
XLOC_000635,XLOC_000635,MAGI3,chr1:113933474-114228545,NULL,KLF4,OK,2.55046,1.99498,-0.354382,-1.04757,0.137,0.250103,no
XLOC_022130,XLOC_022130,"LOC100289561,PRKRIP1",chr7:102004307-102067129,NULL,KLF4,OK,11.3163,8.84941,-0.354751,-1.03224,0.13705,0.250158,no
XLOC_000499,XLOC_000499,GIPC2,chr1:78511588-78603112,NULL,KLF4,OK,5.47368,4.26072,-0.361413,-1.0588,0.13725,0.250486,no
XLOC_022967,XLOC_022967,MSRA,chr8:9911778-10286401,NULL,KLF4,OK,8.74444,11.1508,0.350703,1.03162,0.1375,0.250905,no
XLOC_002708,XLOC_002708,LOC439994,chr10:88998423-89103331,NULL,KLF4,OK,6.28771,9.3298,0.569312,1.05346,0.13755,0.250922,no
XLOC_014103,XLOC_014103,STAM2,chr2:152973314-153032506,NULL,KLF4,OK,5.59361,6.9365,0.310427,1.04269,0.13755,0.250922,no
XLOC_019792,XLOC_019792,RWDD1,chr6:116892529-116914764,NULL,KLF4,OK,38.9039,31.5521,-0.302177,-1.04032,0.1376,0.250976,no
XLOC_007965,XLOC_007965,FAM189A1,chr15:29412454-29862927,NULL,KLF4,OK,0.0883633,0.919867,3.37991,1.86708,0.1377,0.251122,no
XLOC_009626,XLOC_009626,ZNHIT3,chr17:34842470-34891305,NULL,KLF4,OK,38.116,27.5118,-0.470346,-1.04955,0.13775,0.251176,no
XLOC_011109,XLOC_011109,CCDC68,chr18:52568739-52626739,NULL,KLF4,OK,1.95301,2.55484,0.387537,1.04444,0.1378,0.25123,no
XLOC_021794,XLOC_021794,PMS2CL,chr7:6774935-6791232,NULL,KLF4,OK,1.80259,1.21542,-0.568621,-1.05892,0.13785,0.251284,no
XLOC_025690,XLOC_025690,LRCH2,chrX:114345182-114468635,NULL,KLF4,OK,2.04113,1.55377,-0.393593,-1.05109,0.1381,0.251702,no
XLOC_021933,XLOC_021933,EGFR,chr7:55086724-55275031,NULL,KLF4,OK,3.23931,2.52694,-0.358298,-1.00727,0.13815,0.251756,no
XLOC_001119,XLOC_001119,DISP1,chr1:222988430-223179337,NULL,KLF4,OK,0.855758,1.17486,0.457211,1.06475,0.1382,0.25181,no
XLOC_002783,XLOC_002783,SCD,chr10:102106771-102124588,NULL,KLF4,OK,35.4855,43.3305,0.288153,1.04489,0.13835,0.252009,no
XLOC_011812,XLOC_011812,ZNF473,chr19:50529211-50552031,NULL,KLF4,OK,2.00342,1.52411,-0.394495,-1.03614,0.13835,0.252009,no
XLOC_012892,XLOC_012892,GAREML,chr2:26395959-26412532,NULL,KLF4,OK,1.07806,0.77069,-0.484217,-1.03489,0.13845,0.252117,no
XLOC_005807,XLOC_005807,CBX5,chr12:54624730-54673915,NULL,KLF4,OK,104.429,13.2123,-2.98257,-0.279767,0.13845,0.252117,no
XLOC_020328,XLOC_020328,PHIP,chr6:79644135-79788011,NULL,KLF4,OK,4.68995,5.77461,0.300149,1.04135,0.1385,0.252171,no
XLOC_006720,XLOC_006720,NOP9,chr14:24769059-24787242,NULL,KLF4,OK,10.005,7.75876,-0.366829,-1.03653,0.13865,0.252407,no
XLOC_025226,XLOC_025226,NDUFA1,chrX:119004494-119010629,NULL,KLF4,OK,155.775,196.721,0.336692,1.04548,0.1388,0.252643,no
XLOC_008378,XLOC_008378,MAPK8IP3,chr16:1756220-1820318,NULL,KLF4,OK,13.8466,11.2838,-0.295277,-1.02918,0.13895,0.252878,no
XLOC_007174,XLOC_007174,JPH4,chr14:23980968-24048009,NULL,KLF4,OK,0.00897143,11.8101,10.3624,1.35136,0.13905,0.252986,no
XLOC_015868,XLOC_015868,CARD10,chr22:37886399-37915210,NULL,KLF4,OK,22.5238,27.6341,0.294997,1.04857,0.13905,0.252986,no
XLOC_002836,XLOC_002836,SHOC2,chr10:112679300-112773425,NULL,KLF4,OK,10.9483,13.4918,0.301371,1.02717,0.13915,0.25313,no
XLOC_010550,XLOC_010550,CUEDC1,chr17:55938603-56032684,NULL,KLF4,OK,9.53286,11.8272,0.311127,1.04395,0.1392,0.253184,no
XLOC_012435,XLOC_012435,YIF1B,chr19:38794199-38806606,NULL,KLF4,OK,21.6312,27.0107,0.320417,1.04423,0.1393,0.253291,no
XLOC_022721,XLOC_022721,FIS1,chr7:100882892-100888371,NULL,KLF4,OK,153.132,187.795,0.294382,1.04037,0.1393,0.253291,no
XLOC_015573,XLOC_015573,HMGXB4,chr22:35653444-35691800,NULL,KLF4,OK,7.69281,6.17675,-0.316663,-1.03952,0.13935,0.253345,no
XLOC_019559,XLOC_019559,SYNGAP1,chr6:33387846-33421466,NULL,KLF4,OK,2.4997,3.54628,0.504553,0.752335,0.1396,0.253762,no
XLOC_007296,XLOC_007296,HIF1A-AS2,chr14:62147758-62215807,NULL,KLF4,OK,33.8438,22.0977,-0.615,-1.03882,0.13965,0.253816,no
XLOC_008475,XLOC_008475,ERCC4,chr16:14014013-14046205,NULL,KLF4,OK,2.28168,2.88762,0.339783,1.03861,0.1398,0.254051,no
XLOC_011810,XLOC_011810,ATF5,chr19:50392912-50437193,NULL,KLF4,OK,30.8456,41.5248,0.42891,1.01241,0.14,0.25434,no
XLOC_013718,XLOC_013718,PREB,chr2:27346656-27357542,NULL,KLF4,OK,30.4002,24.6818,-0.300633,-1.03761,0.14,0.25434,no
XLOC_005229,XLOC_005229,USP15,chr12:62654120-62803501,NULL,KLF4,OK,9.91905,12.9743,0.387385,0.96528,0.1401,0.254446,no
XLOC_003151,XLOC_003151,MICU1,chr10:74119697-74385949,NULL,KLF4,OK,22.5927,27.7713,0.297734,1.03138,0.1401,0.254446,no
XLOC_006802,XLOC_006802,ARID4A,chr14:58765221-58840451,NULL,KLF4,OK,3.7479,4.68269,0.321255,1.02989,0.1402,0.254516,no
XLOC_013427,XLOC_013427,"HSPE1,HSPE1-MOB4,MOB4",chr2:198351307-198418423,NULL,KLF4,OK,160.494,104.358,-0.620975,-1.01115,0.1402,0.254516,no
XLOC_009021,XLOC_009021,NPIPA5,chr16:15457480-15472151,NULL,KLF4,OK,0.989575,0.513744,-0.945758,-1.08682,0.1402,0.254516,no
XLOC_001360,XLOC_001360,EPHA2,chr1:16450831-16482582,NULL,KLF4,OK,101.066,122.956,0.28284,1.03538,0.14025,0.254569,no
XLOC_003538,XLOC_003538,LDHA,chr11:18415935-18429765,NULL,KLF4,OK,410.922,338.795,-0.278453,-1.02253,0.14035,0.254638,no
XLOC_015598,XLOC_015598,EIF3L,chr22:38245378-38284789,NULL,KLF4,OK,184.368,151.806,-0.280359,-1.02474,0.14035,0.254638,no
XLOC_011996,XLOC_011996,ZNF749,chr19:57946692-57957191,NULL,KLF4,OK,1.21658,0.839218,-0.53572,-1.05961,0.14035,0.254638,no
XLOC_006900,XLOC_006900,AHSA1,chr14:77924372-77935815,NULL,KLF4,OK,106.262,86.8381,-0.291223,-1.04268,0.14045,0.254745,no
XLOC_002270,XLOC_002270,EIF2D,chr1:206764973-206785904,NULL,KLF4,OK,28.6902,23.3052,-0.299904,-1.03058,0.14045,0.254745,no
XLOC_021896,XLOC_021896,MRPL32,chr7:42971938-42977453,NULL,KLF4,OK,58.5748,47.3583,-0.306665,-1.03589,0.1405,0.254798,no
XLOC_023085,XLOC_023085,AP3M2,chr8:42010463-42028701,NULL,KLF4,OK,7.4699,6.00396,-0.315175,-1.02023,0.1407,0.255123,no
XLOC_002969,XLOC_002969,UPF2,chr10:11962020-12085169,NULL,KLF4,OK,9.55751,7.73749,-0.30477,-1.03648,0.1409,0.255411,no
XLOC_014184,XLOC_014184,FKBP7,chr2:179059207-179672150,NULL,KLF4,OK,7.5388,4.53573,-0.732999,-1.03964,0.1409,0.255411,no
XLOC_022357,XLOC_022357,UBE3C,chr7:156931654-157062066,NULL,KLF4,OK,38.9476,31.9962,-0.283635,-1.02385,0.141,0.255555,no
XLOC_013290,XLOC_013290,SPOPL,chr2:139259349-139330805,NULL,KLF4,OK,3.794,3.01266,-0.332679,-1.02991,0.1411,0.255698,no
XLOC_017836,XLOC_017836,TAPT1,chr4:16162127-16228161,NULL,KLF4,OK,2.88423,3.67057,0.347821,1.03917,0.1412,0.255767,no
XLOC_016139,XLOC_016139,LIMD1,chr3:45636322-45730374,NULL,KLF4,OK,7.72554,5.99414,-0.366083,-1.03083,0.1412,0.255767,no
XLOC_020318,XLOC_020318,MB21D1,chr6:74134855-74162043,NULL,KLF4,OK,1.31199,0.853643,-0.620051,-1.05629,0.1412,0.255767,no
XLOC_013878,XLOC_013878,PRADC1,chr2:73455133-73460356,NULL,KLF4,OK,21.6048,17.0987,-0.337466,-1.03587,0.14135,0.256001,no
XLOC_017655,XLOC_017655,PCDH10,chr4:134070469-134112732,NULL,KLF4,OK,57.9032,47.4697,-0.286635,-1.03847,0.14145,0.256145,no
XLOC_022080,XLOC_022080,ARPC1B,chr7:98972297-99006305,NULL,KLF4,OK,323.174,405.097,0.325957,1.02933,0.14165,0.256469,no
XLOC_004203,XLOC_004203,NUP98,chr11:3696239-3847601,NULL,KLF4,OK,24.8806,20.0671,-0.310192,-1.03064,0.14175,0.256613,no
XLOC_022777,XLOC_022777,TSPAN12,chr7:120427373-120498177,NULL,KLF4,OK,21.689,17.6114,-0.300451,-1.02529,0.1419,0.256847,no
XLOC_017085,XLOC_017085,RAB6B,chr3:133543079-133614691,NULL,KLF4,OK,1.246,0.929475,-0.422813,-1.03469,0.14195,0.2569,no
XLOC_019312,XLOC_019312,MGAT1,chr5:180217540-180237137,NULL,KLF4,OK,67.895,83.1032,0.291599,1.04323,0.142,0.256952,no
XLOC_012898,XLOC_012898,SLC35F6,chr2:26987141-27004099,NULL,KLF4,OK,16.5358,20.2698,0.293737,1.03064,0.14205,0.257005,no
XLOC_016920,XLOC_016920,MAGI1,chr3:65339905-66024509,NULL,KLF4,OK,5.17252,4.16544,-0.312399,-1.03106,0.14215,0.257148,no
XLOC_019417,XLOC_019417,BTN2A2,chr6:26383323-26395100,NULL,KLF4,OK,3.14332,4.03668,0.36088,1.00064,0.14225,0.257254,no
XLOC_014091,XLOC_014091,GTDC1,chr2:144694633-145090101,NULL,KLF4,OK,5.3216,4.14664,-0.359916,-1.01536,0.14225,0.257254,no
XLOC_002476,XLOC_002476,CDC123,chr10:12171639-12292589,NULL,KLF4,OK,63.9993,49.1811,-0.379953,-1.02997,0.14235,0.257397,no
XLOC_002596,XLOC_002596,AGAP6,chr10:51748077-51770259,NULL,KLF4,OK,2.91513,2.20142,-0.405126,-1.02394,0.14265,0.257902,no
XLOC_005329,XLOC_005329,SCYL2,chr12:100661548-100733914,NULL,KLF4,OK,14.9286,18.3326,0.29633,1.02522,0.1427,0.257917,no
XLOC_010651,XLOC_010651,NAT9,chr17:72766685-72772470,NULL,KLF4,OK,13.6032,10.8591,-0.325033,-1.02828,0.1427,0.257917,no
XLOC_014423,XLOC_014423,SNPH,chr20:1246959-1289971,NULL,KLF4,OK,5.74071,7.12065,0.310781,1.03462,0.1429,0.258203,no
XLOC_022578,XLOC_022578,SBDS,chr7:66452689-66460588,NULL,KLF4,OK,66.3588,81.0531,0.28858,1.02987,0.1429,0.258203,no
XLOC_018121,XLOC_018121,SLC10A7,chr4:147175136-147443123,NULL,KLF4,OK,3.1564,2.43843,-0.372331,-1.00857,0.14295,0.258255,no
XLOC_002644,XLOC_002644,SGPL1,chr10:72575703-72640932,NULL,KLF4,OK,4.47304,3.5789,-0.321738,-1.02972,0.143,0.258308,no
XLOC_019595,XLOC_019595,CMTR1,chr6:37400906-37449284,NULL,KLF4,OK,14.7899,12.0092,-0.300465,-1.03655,0.1431,0.258451,no
XLOC_008843,XLOC_008843,MAP1LC3B,chr16:87425800-87438380,NULL,KLF4,OK,50.3345,61.4356,0.287529,1.02998,0.1433,0.258774,no
XLOC_019941,XLOC_019941,ERMARD,chr6:170151717-170181680,NULL,KLF4,OK,7.73646,6.05038,-0.354647,-1.02422,0.14345,0.258969,no
XLOC_000595,XLOC_000595,ATXN7L2,chr1:110026560-110035420,NULL,KLF4,OK,1.84957,1.31556,-0.491519,-1.04073,0.14345,0.258969,no
XLOC_020391,XLOC_020391,SNX3,chr6:108532716-108582464,NULL,KLF4,OK,141.842,116.386,-0.285364,-1.03001,0.14355,0.259112,no
XLOC_019501,XLOC_019501,MICA,chr6:31367560-31383092,NULL,KLF4,OK,24.0795,19.2992,-0.31926,-1.0384,0.1436,0.259164,no
XLOC_017322,XLOC_017322,RNF4,chr4:2470794-2517586,NULL,KLF4,OK,33.1195,27.1999,-0.284079,-1.00839,0.14375,0.259359,no
XLOC_012956,XLOC_012956,GALM,chr2:38893051-38961909,NULL,KLF4,OK,2.2786,1.66698,-0.450911,-1.02776,0.14375,0.259359,no
XLOC_001817,XLOC_001817,ST7L,chr1:113066140-113162040,NULL,KLF4,OK,4.90659,6.47287,0.399685,1.0198,0.14405,0.259824,no
XLOC_001077,XLOC_001077,DIEXF,chr1:210001311-210030910,NULL,KLF4,OK,4.28382,3.45572,-0.309911,-1.0342,0.14405,0.259824,no
XLOC_014785,XLOC_014785,"FKBP1A,SDCBP2",chr20:1290554-1373816,NULL,KLF4,OK,746.81,905.997,0.278764,1.02648,0.1441,0.259839,no
XLOC_003829,XLOC_003829,KLC2,chr11:66024764-66035332,NULL,KLF4,OK,18.7354,15.1857,-0.303053,-1.01937,0.1441,0.259839,no
XLOC_022104,XLOC_022104,NYAP1,chr7:100081549-100092424,NULL,KLF4,OK,5.34232,6.6772,0.321778,1.01706,0.1442,0.259943,no
XLOC_012601,XLOC_012601,KDELR1,chr19:48885826-48894810,NULL,KLF4,OK,120.955,147.28,0.284093,1.02812,0.1442,0.259943,no
XLOC_003561,XLOC_003561,ARL14EP,chr11:30344648-30359165,NULL,KLF4,OK,8.93328,6.98013,-0.355936,-1.02908,0.14425,0.259995,no
XLOC_024175,XLOC_024175,FAM73B,chr9:131799252-131834351,NULL,KLF4,OK,8.31235,6.67229,-0.317076,-1.03183,0.14445,0.260318,no
XLOC_016776,XLOC_016776,FYCO1,chr3:45959390-46037316,NULL,KLF4,OK,9.59175,7.84507,-0.290007,-1.01896,0.14455,0.260422,no
XLOC_011995,XLOC_011995,ZNF17,chr19:57922528-57933307,NULL,KLF4,OK,1.52196,1.07449,-0.502273,-1.03161,0.14455,0.260422,no
XLOC_001233,XLOC_001233,PGBD2,chr1:249200441-249213345,NULL,KLF4,OK,2.17203,1.59019,-0.449839,-1.02098,0.1446,0.260474,no
XLOC_018341,XLOC_018341,CWC27,chr5:64064754-64314590,NULL,KLF4,OK,15.3114,12.3325,-0.312137,-1.02031,0.14465,0.260526,no
XLOC_016706,XLOC_016706,RFTN1,chr3:16357351-16555222,NULL,KLF4,OK,20.4384,16.6254,-0.297886,-1.02695,0.1447,0.260578,no
XLOC_007378,XLOC_007378,GTF2A1,chr14:81641795-81687575,NULL,KLF4,OK,7.88177,9.6925,0.298351,1.01618,0.14475,0.260592,no
XLOC_014570,XLOC_014570,MAP1LC3A,chr20:33134687-33148149,NULL,KLF4,OK,7.77034,5.73108,-0.439171,-1.02308,0.14475,0.260592,no
XLOC_009973,XLOC_009973,CBX2,chr17:77751976-77761449,NULL,KLF4,OK,8.6973,6.93332,-0.32702,-0.99245,0.1448,0.260644,no
XLOC_009959,XLOC_009959,TNRC6C,chr17:76000317-76107880,NULL,KLF4,OK,1.83467,1.41364,-0.376102,-1.02332,0.1449,0.260786,no
XLOC_021831,XLOC_021831,FAM221A,chr7:23719748-23742269,NULL,KLF4,OK,0.757052,1.24673,0.719685,0.959576,0.14495,0.2608,no
XLOC_003774,XLOC_003774,DNAJC4,chr11:63997752-64001753,NULL,KLF4,OK,15.0688,18.9471,0.330408,1.0251,0.14495,0.2608,no
XLOC_013800,XLOC_013800,FBXO11,chr2:48010220-48132932,NULL,KLF4,OK,19.1221,25.1133,0.39321,1.02639,0.145,0.260814,no
XLOC_005823,XLOC_005823,DNAJC14,chr12:56211805-56236767,NULL,KLF4,OK,17.9882,23.2095,0.367663,1.01986,0.145,0.260814,no
XLOC_009421,XLOC_009421,"C17orf49,RNASEK",chr17:6915735-6922973,NULL,KLF4,OK,198.354,243.14,0.293715,1.0386,0.1451,0.260956,no
XLOC_019713,XLOC_019713,SH3BGRL2,chr6:80340999-80413369,NULL,KLF4,OK,7.24185,5.847,-0.308662,-1.02009,0.1452,0.26106,no
XLOC_023011,XLOC_023011,POLR3D,chr8:22102618-22108680,NULL,KLF4,OK,16.1277,12.9827,-0.312948,-1.01846,0.1452,0.26106,no
XLOC_008921,XLOC_008921,MSRB1,chr16:1988233-1993294,NULL,KLF4,OK,20.6585,16.5655,-0.318551,-1.01519,0.14525,0.261112,no
XLOC_007166,XLOC_007166,SLC22A17,chr14:23815519-23822121,NULL,KLF4,OK,1.15856,0.791094,-0.550417,-0.905971,0.1453,0.261164,no
XLOC_004963,XLOC_004963,LOC101927905,chr12:8383644-8395542,NULL,KLF4,OK,1.21536,0.613052,-0.987305,-0.883024,0.14535,0.261215,no
XLOC_009172,XLOC_009172,AKTIP,chr16:53468350-53537170,NULL,KLF4,OK,12.2962,8.41579,-0.547046,-1.01263,0.1454,0.261267,no
XLOC_020500,XLOC_020500,PPIL4,chr6:149825630-149867238,NULL,KLF4,OK,13.1603,10.5993,-0.312231,-1.02508,0.1455,0.261409,no
XLOC_005115,XLOC_005115,LETMD1,chr12:51442081-51454207,NULL,KLF4,OK,8.74271,11.0687,0.340336,1.01879,0.1458,0.26191,no
XLOC_001759,XLOC_001759,ALG14,chr1:95448278-95538507,NULL,KLF4,OK,7.08335,5.2481,-0.432636,-1.03373,0.14585,0.261962,no
XLOC_004592,XLOC_004592,PTPRCAP,chr11:67202980-67205153,NULL,KLF4,OK,0.99018,0.47216,-1.06842,-1.02663,0.14595,0.262103,no
XLOC_011501,XLOC_011501,ZNF507,chr19:32836513-32878573,NULL,KLF4,OK,3.46209,2.7859,-0.313497,-1.01399,0.14615,0.262386,no
XLOC_011207,XLOC_011207,AMH,chr19:2249112-2252072,NULL,KLF4,OK,1.15598,0.0739014,-3.96737,-0.180982,0.14615,0.262386,no
XLOC_019895,XLOC_019895,MYCT1,chr6:153019029-153045715,NULL,KLF4,OK,58.3476,47.9,-0.284648,-1.01975,0.1468,0.263515,no
XLOC_023565,XLOC_023565,ARFGEF1,chr8:68109883-68255912,NULL,KLF4,OK,10.1094,12.3686,0.290982,1.02429,0.1471,0.264015,no
XLOC_015405,XLOC_015405,UBE2G2,chr21:46188494-46221751,NULL,KLF4,OK,31.134,25.5469,-0.285342,-1.01525,0.14725,0.264245,no
XLOC_024551,XLOC_024551,ZNF782,chr9:99579272-99616389,NULL,KLF4,OK,0.672336,0.969912,0.528671,1.0161,0.1473,0.264258,no
XLOC_008755,XLOC_008755,VPS4A,chr16:69345286-69358946,NULL,KLF4,OK,78.0953,64.1541,-0.283696,-1.018,0.1473,0.264258,no
XLOC_017873,XLOC_017873,APBB2,chr4:40812043-41216635,NULL,KLF4,OK,21.3318,17.5095,-0.284863,-1.01976,0.14735,0.26431,no
XLOC_023316,XLOC_023316,CYC1,chr8:145149937-145152430,NULL,KLF4,OK,113.264,92.5698,-0.291078,-1.03457,0.1476,0.26472,no
XLOC_017536,XLOC_017536,CCNG2,chr4:78078356-78091213,NULL,KLF4,OK,4.31058,5.35055,0.311804,1.01036,0.14765,0.264771,no
XLOC_022538,XLOC_022538,SEPT7P2,chr7:45763385-45808617,NULL,KLF4,OK,2.0948,1.49682,-0.48491,-1.03575,0.14785,0.265091,no
XLOC_013478,XLOC_013478,PIKFYVE,chr2:209130990-209223475,NULL,KLF4,OK,4.46725,5.51665,0.304405,0.977306,0.148,0.265322,no
XLOC_019775,XLOC_019775,AMD1,chr6:110931180-111216915,NULL,KLF4,OK,30.3519,24.4933,-0.3094,-1.00566,0.14805,0.265373,no
XLOC_018867,XLOC_018867,RICTOR,chr5:38938022-39074510,NULL,KLF4,OK,4.59324,3.70498,-0.310049,-1.03341,0.14815,0.265513,no
XLOC_005987,XLOC_005987,C12orf73,chr12:104343980-104350993,NULL,KLF4,OK,2.93835,2.12267,-0.469125,-1.01957,0.1482,0.265564,no
XLOC_000720,XLOC_000720,ANXA9,chr1:150954498-150968114,NULL,KLF4,OK,0.560643,0.913221,0.703882,1.02112,0.14825,0.265577,no
XLOC_012268,XLOC_012268,NDUFB7,chr19:14676889-14682889,NULL,KLF4,OK,144.537,117.474,-0.299098,-1.01146,0.14825,0.265577,no
XLOC_006507,XLOC_006507,SUCLA2,chr13:48516790-48575462,NULL,KLF4,OK,19.007,23.3835,0.298966,1.01643,0.14845,0.265897,no
XLOC_009970,XLOC_009970,ENGASE,chr17:77071018-77084685,NULL,KLF4,OK,3.92174,3.09817,-0.340077,-1.02329,0.1486,0.266127,no
XLOC_015796,XLOC_015796,TTC28,chr22:28315363-29075853,NULL,KLF4,OK,4.24488,5.25615,0.308283,1.01004,0.14895,0.266715,no
XLOC_003477,XLOC_003477,ILK,chr11:6624937-6633475,NULL,KLF4,OK,106.624,132.696,0.315599,1.01256,0.14905,0.266817,no
XLOC_018384,XLOC_018384,HMGCR,chr5:74632992-74657926,NULL,KLF4,OK,12.5277,10.2177,-0.29404,-1.00394,0.14905,0.266817,no
XLOC_017732,XLOC_017732,CEP44,chr4:175157809-175254531,NULL,KLF4,OK,2.18239,1.44854,-0.591312,-1.03911,0.14915,0.266957,no
XLOC_006024,XLOC_006024,PPTC7,chr12:110972236-111021064,NULL,KLF4,OK,7.99245,6.43254,-0.313248,-1.02031,0.14925,0.267097,no
XLOC_015873,XLOC_015873,C22orf23,chr22:38339056-38365319,NULL,KLF4,OK,4.56258,7.22422,0.662992,1.00915,0.14935,0.267237,no
XLOC_018541,XLOC_018541,TXNDC15,chr5:134209459-134237323,NULL,KLF4,OK,12.0781,14.8326,0.296383,1.015,0.1494,0.267288,no
XLOC_003858,XLOC_003858,GSTP1,chr11:67351065-67354124,NULL,KLF4,OK,384.007,466.375,0.280356,1.02181,0.1495,0.26739,no
XLOC_019907,XLOC_019907,GTF2H5,chr6:158589378-158620376,NULL,KLF4,OK,3.19091,2.55344,-0.321525,-1.02092,0.1495,0.26739,no
XLOC_001094,XLOC_001094,RPS6KC1,chr1:213224574-213446808,NULL,KLF4,OK,6.25022,5.03623,-0.311562,-0.993155,0.14965,0.267619,no
XLOC_007159,XLOC_007159,PSMB5,chr14:23495059-23504429,NULL,KLF4,OK,189.962,231.921,0.287921,1.01286,0.14975,0.267643,no
XLOC_004489,XLOC_004489,AHNAK,chr11:62201013-62314332,NULL,KLF4,OK,112.688,92.9624,-0.27761,-0.916607,0.14975,0.267643,no
XLOC_004697,XLOC_004697,NOX4,chr11:89057521-89322779,NULL,KLF4,OK,7.35252,5.3373,-0.46213,-0.956299,0.14975,0.267643,no
XLOC_012338,XLOC_012338,ZNF14,chr19:19821280-19843921,NULL,KLF4,OK,1.31342,0.934736,-0.490698,-1.00658,0.1497,0.267643,no
XLOC_021857,XLOC_021857,ZNRF2,chr7:30323922-30407308,NULL,KLF4,OK,1.76119,2.32376,0.399905,1.0083,0.14985,0.267744,no
XLOC_023784,XLOC_023784,PARP10,chr8:145051319-145060635,NULL,KLF4,OK,9.65707,7.81183,-0.305924,-1.01202,0.14985,0.267744,no
XLOC_001255,XLOC_001255,ACAP3,chr1:1227763-1243269,NULL,KLF4,OK,10.2164,8.28201,-0.302834,-1.0118,0.14995,0.267884,no
XLOC_010019,XLOC_010019,FAM101B,chr17:289770-295731,NULL,KLF4,OK,28.0821,22.9892,-0.288694,-1.0234,0.15,0.267935,no
XLOC_022487,XLOC_022487,NT5C3A,chr7:33053724-33102409,NULL,KLF4,OK,11.4898,9.12345,-0.332706,-1.01061,0.15005,0.267985,no
XLOC_025772,XLOC_025772,MMGT1,chrX:135044230-135056134,NULL,KLF4,OK,8.01362,6.46085,-0.31073,-1.00863,0.15015,0.268125,no
XLOC_015878,XLOC_015878,TMEM184B,chr22:38615297-38669040,NULL,KLF4,OK,56.6715,68.6421,0.276471,1.01155,0.1505,0.268711,no
XLOC_014246,XLOC_014246,ALS2,chr2:202564985-202645895,NULL,KLF4,OK,9.49923,11.7466,0.306364,1.00748,0.15055,0.268762,no
XLOC_015967,XLOC_015967,DENND6B,chr22:50750391-50765489,NULL,KLF4,OK,0.832724,1.2525,0.588899,1.03063,0.1508,0.26913,no
XLOC_023341,XLOC_023341,TDRP,chr8:439789-495781,NULL,KLF4,OK,3.38089,4.32487,0.355252,1.00723,0.1508,0.26913,no
XLOC_011077,XLOC_011077,PSTPIP2,chr18:43563501-43652250,NULL,KLF4,OK,3.08245,2.35402,-0.388952,-1.01927,0.15085,0.26918,no
XLOC_007627,XLOC_007627,CHAC1,chr15:41245635-41248717,NULL,KLF4,OK,5.77061,7.4523,0.368962,1.00369,0.1509,0.269192,no
XLOC_023628,XLOC_023628,OTUD6B-AS1,chr8:92072133-92082417,NULL,KLF4,OK,8.15646,10.2278,0.326482,1.0082,0.1509,0.269192,no
XLOC_013064,XLOC_013064,STAMBP,chr2:74056042-74094295,NULL,KLF4,OK,4.02832,4.99321,0.309789,1.02153,0.15095,0.269242,no
XLOC_008721,XLOC_008721,CBFB,chr16:67063049-67134958,NULL,KLF4,OK,27.5667,22.571,-0.288456,-1.00546,0.151,0.269292,no
XLOC_000627,XLOC_000627,CTTNBP2NL,chr1:112938799-113003786,NULL,KLF4,OK,14.5174,17.671,0.283599,1.00691,0.15105,0.269343,no
XLOC_014587,XLOC_014587,MYL9,chr20:34894244-35201678,NULL,KLF4,OK,40.3828,61.4906,0.606625,1.01139,0.1515,0.270106,no
XLOC_024880,XLOC_024880,RAB9A,chrX:13707239-13727944,NULL,KLF4,OK,19.318,23.8746,0.305531,1.00034,0.15155,0.270156,no
XLOC_007405,XLOC_007405,MOAP1,chr14:93648540-93651249,NULL,KLF4,OK,9.06521,7.26132,-0.320108,-0.995472,0.15165,0.270295,no
